"token_data","proto_data","gloss_data","uid_data"
"ampaw","PMP","empty husk (of rice, etc.) ","167"
"ampaw","PWMP","empty husk (of rice, etc.) ","167"
"ampaw","PCEMP","empty husk (of rice, etc.) ","167"
"ampaw","PCMP","empty husk (of rice, etc.) ","167"
"aped","PWMP","hindrance, obstacle ","262"
"apeled","PMP","taste of unripe banana; slightly bitter or astringent taste ","263"
"apeled","PWMP","taste of unripe banana; slightly bitter or astringent taste ","263"
"apeled","PCEMP","taste of unripe banana; slightly bitter or astringent taste ","263"
"apeled","PCMP","taste of unripe banana; slightly bitter or astringent taste ","263"
"apen","PEMP","fishing line ","2578"
"apen","PSHWNG","fishing line ","2578"
"ap(e)rus","PPH","to touch someone lightly, rub the back ","12184"
"ampeRij","PWMP","type of finch, rice bird ","168"
"ampet","PWMP","stanch the flow, as of blood ","169"
"api","PEMP","fire ","5038"
"api","PSHWNG","fire ","5038"
"api","POC","fire ","5039"
"ampias","PWMP","wind-driven rain ","170"
"apic","POC","twins of the same sex ","4959"
"apid","PWMP","braid ","264"
"apid","PWMP","lie in stacks, one on top of the other ","265"
"ampik","PWMP","pat, clap ","171"
"ampin","PWMP","roll of leaves or cloth ","172"
"apipiŋ","PPH","cheek ","11118"
"apiRit","PWMP","type of finch, rice bird ","268"
"apis","PWMP","kind of rattan ","269"
"apit","POC","pinch, squeeze ","5026"
"apo","POC","high, lofty ","12080"
"apon","POC","fishing line ","2579"
"apu","PAN","grandparent/grandchild (reciprocal) ","273"
"ampu","PMP","grandparent/grandchild (reciprocal) ","274"
"ampu","PWMP","grandparent/grandchild (reciprocal) ","274"
"ampu","PCEMP","grandparent/grandchild (reciprocal) ","274"
"ampu","PCMP","grandparent/grandchild (reciprocal) ","274"
"ampu","PEMP","grandparent/grandchild (reciprocal) ","274"
"apu apu","PPH","forefathers, ancestors ","283"
"apu-en","PPH","regard as a grandparent or grandchild (?) ","281"
"ampuk","PWMP","scatter, disperse ","174"
"apuk","PMP","dust ","270"
"apuk","PWMP","dust ","270"
"apuk","PCEMP","dust ","270"
"apuk","PEMP","dust ","270"
"apuk","POC","dust ","270"
"ampun","PMP","pardon, forgiveness ","175"
"ampun","PWMP","pardon, forgiveness ","175"
"ampun","PCEMP","pardon, forgiveness ","175"
"ampun","PCMP","pardon, forgiveness ","175"
"ampun-an","PWMP","pardon, forgiveness ","179"
"apuni","PMP","tree fern ","271"
"apuni","PWMP","tree fern ","271"
"apuni","PCEMP","tree fern ","271"
"apuni","PCMP","tree fern ","271"
"apuŋ","PMP","float ","284"
"apuŋ","PWMP","float ","284"
"apuŋ","PCEMP","float ","284"
"apuŋ","PCMP","float ","284"
"apuŋ apuŋ","PMP","floating ","285"
"apuŋ apuŋ","PWMP","floating ","285"
"apuŋ apuŋ","PCEMP","floating ","285"
"apuŋ apuŋ","PEMP","floating ","285"
"apuŋ apuŋ","POC","floating ","285"
"apu-q","PPH","grandparent, ancestor, lord, master, owner (voc.) ","282"
"apuR","PAN","betel chew ","272"
"apuR","PMP","betel chew ","272"
"apuR","PWMP","betel chew ","272"
"apúy","PPH","break out in boils ","286"
"aqa","PWMP","negative marker: no, not ","287"
"aqedas","PWMP","plant with sharp leaves ","288"
"aqepis","PPH","fibrous material at base of coconut frond ","12098"
"araŋ","PPH","to block, obstruct ","12205"
"aráy","PPH","exclamation of pain ","12206"
"aren","PMP","nobility, member of the chiefly class ","10956"
"aren","PWMP","nobility, member of the chiefly class ","10956"
"aren","PCEMP","nobility, member of the chiefly class ","10956"
"aren","PCMP","nobility, member of the chiefly class ","10956"
"ari","PWMP","come, toward the speaker ","7831"
"ari","POC","demonstrative: this (?) ","12071"
"ariRi","POC","housepost ","4966"
"aru","POC","many, much ","11883"
"aRak","PMP","walk single-file; be positioned one behind the other ","289"
"aRak","PWMP","walk single-file; be positioned one behind the other ","289"
"aRak","PCEMP","walk single-file; be positioned one behind the other ","289"
"aRak","PCMP","walk single-file; be positioned one behind the other ","289"
"aRak-aRak","PWMP","walk single-file; be positioned one behind the other ","293"
"aRani","PWMP","harvest; to harvest ","294"
"aResam","PMP","kind of fern ","296"
"aResam","PWMP","kind of fern ","296"
"aResam","PCEMP","kind of fern ","296"
"aResam","PEMP","kind of fern ","296"
"aRezan","PEMP","notched log ladder ","2588"
"aRezan","PSHWNG","notched log ladder ","2588"
"aRi","PAN","come; toward the speaker; let’s go! ","297"
"aRi","PMP","come; toward the speaker; let’s go! ","297"
"aRi","PWMP","come; toward the speaker; let’s go! ","297"
"aRu","POC","a shore tree: Casuarina equisetifolia ","302"
"aRud","PWMP","scrape, shave (as rattan) ","300"
"aRuhu","PMP","a shore tree: Casuarina equisetifolia ","301"
"aRuhu","PWMP","a shore tree: Casuarina equisetifolia ","301"
"aRuhu","PCEMP","a shore tree: Casuarina equisetifolia ","301"
"aRuhu","PEMP","a shore tree: Casuarina equisetifolia ","301"
"aRuhu","PSHWNG","a shore tree: Casuarina equisetifolia ","301"
"asa","PAN","one ","305"
"asa","PMP","one ","305"
"asa","PWMP","one ","305"
"asa","PCEMP","one ","305"
"asa","PCMP","one ","305"
"asa","PEMP","one ","305"
"asa","PSHWNG","one ","305"
"asa","PCEMP","one (of humans) ","2408"
"asa","PCMP","one (of humans) ","2408"
"asa","PEMP","one (of humans) ","2408"
"asa","PSHWNG","one (of humans) ","2408"
"asag","PWMP","incite, urge on, stir up ","303"
"asam","POC","kind of fern ","12115"
"asaŋ","PWMP","mortise and tenon joint ","306"
"asaŋ","PEMP","gills ","2591"
"asaŋ","PSHWNG","gills ","2591"
"asaŋ","POC","gills ","2591"
"asaŋ","PAN","village ","7961"
"asaŋ-i","PEMP","gills of ","2593"
"asaŋ-i","POC","gills of ","2593"
"asaq","PEMP","sharpen, rub, grate ","5069"
"asaq","PSHWNG","sharpen, rub, grate ","5069"
"asaq","POC","sharpen, rub, grate ","5069"
"asaq-i","POC","sharpen (transitive) ","5076"
"asat","PMP","dry out, become dry ","304"
"asat","PWMP","dry out, become dry ","304"
"asat","PCEMP","dry out, become dry ","304"
"asat","PCMP","dry out, become dry ","304"
"asep","PWMP","incense, ritual smoke ","307"
"asi","PWMP","flesh ","311"
"asi","PWMP","show off ","312"
"asi","PWMP","fermented rice ","313"
"asih","PWMP","pretend ","308"
"asih asih","PWMP","pretend ","309"
"asio","POC","sneeze ","310"
"asok","POC","plant in holes in the ground ","2597"
"asu","PAN","dog ","320"
"asu","PMP","dog ","320"
"asu","PWMP","dog ","320"
"asu","PCEMP","dog ","320"
"asu","PCMP","dog ","320"
"asu","PMP","fetch water, scoop up water ","324"
"asu","PWMP","fetch water, scoop up water ","324"
"asu","PCEMP","fetch water, scoop up water ","324"
"asu","PCMP","fetch water, scoop up water ","324"
"asu","PEMP","fetch water, scoop up water ","324"
"asu","POC","fetch water, scoop up water ","324"
"asud-án","PPH","pound together, place of pounding together ","328"
"asug","PWMP","shaman in ritual transvestite attire ","316"
"asuk","PMP","smoke, soot ","317"
"asuk","PWMP","smoke, soot ","317"
"asuk","PCEMP","smoke, soot ","317"
"asuk","PCMP","smoke, soot ","317"
"asuŋ","PMP","incite, spur to action ","325"
"asuŋ","PWMP","incite, spur to action ","325"
"asuŋ","PCEMP","incite, spur to action ","325"
"asuŋ","PCMP","incite, spur to action ","325"
"asuntiŋ","PWMP","a plant: Cassia sp. ","318"
"ata","PAN","1pl. incl. possessive pronoun: our ","333"
"ata","PMP","1pl. incl. possessive pronoun: our ","333"
"ata","PWMP","1pl. incl. possessive pronoun: our ","333"
"ata","PCEMP","1pl. incl. possessive pronoun: our ","333"
"ata","PCMP","1pl. incl. possessive pronoun: our ","333"
"ata","PEMP","1pl. incl. possessive pronoun: our ","333"
"ata","POC","1pl. incl. possessive pronoun: our ","333"
"atáb","PPH","flood tide ","348"
"atab","PMP","a cover ","12081"
"atab","PWMP","a cover ","12081"
"antábay","PPH","stay with, accompany ","250"
"antad","PWMP","open, spacious ","247"
"atag","PWMP","persist in an endeavor ","329"
"átaŋ átaŋ","PPH","poisonous arthropod ","6089"
"ataŋ","PWMP","block, obstruct; something which separates one area from another ","334"
"ataŋ","PWMP","carry on a shoulder pole between two people ","336"
"ataŋ","PMP","crossbeam ","337"
"ataŋ","PWMP","crossbeam ","337"
"ataŋ","PCEMP","crossbeam ","337"
"ataŋ","PCMP","crossbeam ","337"
"átaŋ","PPH","sacrifice to the spirits ","6090"
"antap","PPH","guess, suspect ","248"
"ataq","PWMP","unhusked rice grain left among the husked grains ","330"
"ataR","PWMP","flat, level ","331"
"atas","PMP","high, tall ","27"
"atas","PWMP","high, tall ","27"
"atas","PCEMP","high, tall ","27"
"atas","PCMP","high, tall ","27"
"atas","PEMP","high, tall ","27"
"atas","POC","high, tall ","27"
"atas-ña","POC","its top ","32"
"atay","PMP","death ","34"
"atay","PWMP","death ","34"
"atay","PCEMP","death ","34"
"atay","PEMP","death ","34"
"atay","POC","death ","34"
"atá","PPH","expression, as of displeasure or surprise ","332"
"ated","PEMP","accompany, escort, conduct, convey; send; return; escort the bride to her husband; gift of food at a wedding; send bridewealth payments ","11888"
"ated","PSHWNG","accompany, escort, conduct, convey; send; return; escort the bride to her husband; gift of food at a wedding; send bridewealth payments ","11888"
"atek","PCMP","cover, as with a blanket ","338"
"atel","PMP","itch, itchy ","340"
"atel","PWMP","itch, itchy ","340"
"atel","PCEMP","itch, itchy ","340"
"atel","PCMP","itch, itchy ","340"
"aten","PMP","1p plural absolute possessive pronoun: ours (incl.) ","3009"
"aten","PWMP","1p plural absolute possessive pronoun: ours (incl.) ","3009"
"aten","PWMP","we (incl.) ","7700"
"anteŋ","PWMP","still, calm, quiet ","249"
"ateq","PWMP","1pl in oblique ","7966"
"ati","PMP","negative marker ","344"
"ati","PWMP","negative marker ","344"
"ati","PCEMP","negative marker ","344"
"ati","PCMP","negative marker ","344"
"ati","PEMP","negative marker ","344"
"ati","POC","negative marker ","344"
"ati","PWMP","there (distant) ","345"
"atimel","PWMP","bedbug ","341"
"ántiŋ","PPH","hear at a distance ","6082"
"atip","PMP","pinch together ","342"
"atip","PWMP","pinch together ","342"
"atip","PCEMP","pinch together ","342"
"atip","PCMP","pinch together ","342"
"atipulu","PPH","the breadfruit tree and fruit: Artocarpus spp. ","12103"
"atis","PWMP","provoke a fight ","343"
"a-tu","PMP","away, outward, forward, onward; towards the hearer ","2170"
"a-tu","PWMP","away, outward, forward, onward; towards the hearer ","2170"
"a-tu","PCEMP","away, outward, forward, onward; towards the hearer ","2170"
"a-tu","PEMP","away, outward, forward, onward; towards the hearer ","2170"
"a-tu","POC","away, outward, forward, onward; towards the hearer ","2170"
"atu","PMP","away from speaker ","7781"
"atu","PWMP","away from speaker ","7781"
"atu","PCEMP","away from speaker ","7781"
"atu","PEMP","away from speaker ","7781"
"atu","POC","away from speaker ","7781"
"atúbaŋ","PPH","to face, confront ","347"
"atuk","PWMP","smoke ","8892"
"atuR","PAN","stone wall ","12104"
"atuR","PMP","stone wall ","12104"
"atuR","PWMP","stone wall ","12104"
"au","PCEMP","dew ","350"
"au","PCMP","dew ","350"
"au","PEMP","dew ","350"
"au","POC","dew ","350"
"au","PAN","yes ","351"
"au","PMP","yes ","351"
"au","PWMP","yes ","351"
"au","PCEMP","yes ","351"
"au","PCMP","yes ","351"
"au","PEMP","yes ","351"
"au","POC","yes ","351"
"aum","PPH","a plant: Melanolepis multiglandulosa (Reinw.) ","11080"
"aura","POC","type of wind ","349"
"aw","PMP","question particle ","5101"
"aw","PWMP","question particle ","5101"
"awa","POC","exclamation of surprise ","357"
"awaŋ","PMP","atmosphere, space between earth and sky ","358"
"awaŋ","PWMP","atmosphere, space between earth and sky ","358"
"awaŋ","PCEMP","atmosphere, space between earth and sky ","358"
"awaŋ","PCMP","atmosphere, space between earth and sky ","358"
"awat","PWMP","help, assistance ","352"
"áway","PPH","to quarrel, argue, fight ","11087"
"away","PMP","beckon with the hand ","353"
"away","PWMP","beckon with the hand ","353"
"away","PCEMP","beckon with the hand ","353"
"away","PCMP","beckon with the hand ","353"
"away","PEMP","beckon with the hand ","353"
"away","PWMP","face ","354"
"away","PWMP","I don't know! ","355"
"away","PWMP","rattan variety ","356"
"awe","POC","to wave ","9803"
"awer","PWMP","rushing of water in a river ","359"
"awi","PWMP","cloth cover ","360"
"aya","PAN","exclamation of annoyance, surprise, etc. ","369"
"aya","PMP","exclamation of annoyance, surprise, etc. ","369"
"aya","PWMP","exclamation of annoyance, surprise, etc. ","369"
"aya","PCEMP","exclamation of annoyance, surprise, etc. ","369"
"aya","PCMP","exclamation of annoyance, surprise, etc. ","369"
"aya","PEMP","exclamation of annoyance, surprise, etc. ","369"
"aya","POC","exclamation of annoyance, surprise, etc. ","369"
"aya","PAN","(gloss uncertain) ","370"
"aya","PMP","father’s sister, father’s sister’s husband ","8678"
"aya","PWMP","father’s sister, father’s sister’s husband ","8678"
"aya","PCEMP","father’s sister, father’s sister’s husband ","8678"
"aya","PCMP","father’s sister, father’s sister’s husband ","8678"
"aya","PEMP","father’s sister, father’s sister’s husband ","8678"
"aya","PSHWNG","father’s sister, father’s sister’s husband ","8678"
"aya","POC","father’s sister, father’s sister’s husband ","8678"
"ayak","PWMP","follow, walk after ","361"
"ayak","PWMP","sift, separate by sifting ","362"
"ayak-an","PWMP","sieve, strainer ","364"
"ayam","PWMP","plait, weave ","365"
"ayat","PWMP","threaten, confront violently ","366"
"ayaw","PWMP","raid, go headhunting ","368"
"ayáw","PPH","depart, separate from ","367"
"ayud","PWMP","copulate, have sexual intercourse ","371"
"ayum","PWMP","block, hinder, obstruct ","372"
"ayun","PWMP","to swing, oscillate ","11685"
"ayuŋ","PWMP","monkey sp. ","374"
"ayuŋ","PMP","swing, sway, rock ","375"
"ayuŋ","PWMP","swing, sway, rock ","375"
"ayuŋ","PCEMP","swing, sway, rock ","375"
"ayuŋ","PCMP","swing, sway, rock ","375"
"ayut","PWMP","copulate, have sexual intercourse ","373"
"anzak","PWMP","stamp the feet ","253"
"azak","PWMP","summon others to join an activity ","376"
"azuq","PWMP","term of address to males ","377"
"ábut","PPH","to reach, catch up with ","241"
"ága","PPH","early; punctual ","12239"
"ágiw","PPH","soot ","12201"
"águm","PPH","to appropriate for oneself ","12094"
"áman","PPH","careful, cautious ","12202"
"áŋal","PPH","to complain, argue back ","6104"
"áyun","PPH","agree with, be in concord with ","11686"
"áyus","PPH","to arrange, make something neat or proper ","12128"
"ba","PMP","conjunction: or, if; perhaps; because ","740"
"ba","PWMP","conjunction: or, if; perhaps; because ","740"
"ba","PMP","interjection or exclamation ","743"
"ba","PWMP","interjection or exclamation ","743"
"ba","PCEMP","interjection or exclamation ","743"
"ba","PCMP","interjection or exclamation ","743"
"ba","PEMP","interjection or exclamation ","743"
"ba","PMP","preposition: at, on, in, to ","745"
"ba","PWMP","preposition: at, on, in, to ","745"
"ba","PCEMP","preposition: at, on, in, to ","745"
"ba","PCMP","preposition: at, on, in, to ","745"
"ba","PEMP","preposition: at, on, in, to ","745"
"ba","PMP","under, below ","747"
"ba","PWMP","under, below ","747"
"ba","PCEMP","under, below ","747"
"ba","PCMP","under, below ","747"
"ba","PEMP","under, below ","747"
"ba","PWMP","postverbal interrogative particle ","749"
"ba₆","PCEMP","go ","750"
"ba₆","PCMP","go ","750"
"ba₆","PEMP","go ","750"
"ba","PCEMP","but, if ","741"
"ba","PCMP","but, if ","741"
"ba","PEMP","but, if ","741"
"ba","POC","or, because, but, perhaps ","742"
"ba","POC","down, under ","748"
"baaq","PCEMP","flood ","462"
"baaq","PCMP","flood ","462"
"baaq","PEMP","flood ","462"
"baba","PAN","carry a person pick-a-back; ride pick-a-back ","433"
"baba","PMP","carry a person pick-a-back; ride pick-a-back ","434"
"baba","PWMP","carry a person pick-a-back; ride pick-a-back ","434"
"baba","PCEMP","carry a person pick-a-back; ride pick-a-back ","434"
"baba","PCMP","carry a person pick-a-back; ride pick-a-back ","434"
"baba","PEMP","carry a person pick-a-back; ride pick-a-back ","434"
"baba","PSHWNG","carry a person pick-a-back; ride pick-a-back ","434"
"baba","PMP","father ","436"
"baba","PWMP","father ","436"
"baba","PCEMP","father ","436"
"baba","PCMP","father ","436"
"baba","PEMP","father ","436"
"baba","POC","fish sp. ","772"
"baba₆","POC","father ","437"
"babaD","PWMP","reproduce, multiply ","419"
"bábad","PPH","soak ","1922"
"ba-bahi","PAN","woman, female ","6939"
"ba-bahi","PMP","woman, female ","6939"
"ba-bahi","PWMP","woman, female ","6939"
"ba-bahi-en","PPH","take a woman as mistress ","6940"
"babak","POC","to break, chip off ","11247"
"babak","PEMP","strike, chip stone ","3596"
"babak","PSHWNG","strike, chip stone ","3596"
"babak","POC","strike, chip stone ","3596"
"babak","POC","peel off bark ","8999"
"babak","POC","strike, chip stone ","478"
"baban","PMP","group, company, collection, swarm ","420"
"baban","PWMP","group, company, collection, swarm ","420"
"baban","PCEMP","group, company, collection, swarm ","420"
"baban","PCMP","group, company, collection, swarm ","420"
"baban","POC","board, plank, side of canoe ","8153"
"babaŋ","POC","hole, cavern ","769"
"bambaŋen","PWMP","a fish, the snapper: Lutjanus spp. ","607"
"babaq","PMP","lower surface, bottom; short, low; below, beneath, under ","421"
"babaq","PWMP","lower surface, bottom; short, low; below, beneath, under ","421"
"babaq","PCEMP","lower surface, bottom; short, low; below, beneath, under ","421"
"babaq","PCMP","lower surface, bottom; short, low; below, beneath, under ","421"
"babaq","PEMP","lower surface, bottom; short, low; below, beneath, under ","421"
"babaq","PSHWNG","lower surface, bottom; short, low; below, beneath, under ","421"
"babaq","PWMP","width, breadth ","423"
"babaR","POC","side of the face, cheek; side planks of a canoe ","3823"
"babas","PWMP","blown off course ","424"
